2019/01/13	Sun	02:56	3.18		97			L
2019/01/13	Sun	09:55	11.79		359			H
2019/01/13	Sun	16:40	4.11		125			L
2019/01/13	Sun	22:19	7.69		234			H
2019/01/14	Mon	03:43	4.57		139			L
2019/01/14	Mon	10:33	11.60		354			H
2019/01/14	Mon	17:33	3.08		94			L
2019/01/14	Mon	23:50	7.91		241			H
2019/01/15	Tue	04:43	5.93		181			L
2019/01/15	Tue	11:13	11.44		349			H
2019/01/15	Tue	18:23	1.89		58			L
2019/01/16	Wed	01:27	8.64		263			H
2019/01/16	Wed	05:58	7.06		215			L
2019/01/16	Wed	11:55	11.36		346			H
2019/01/16	Wed	19:11	0.63		19			L
2019/01/17	Thu	02:47	9.68		295			H
2019/01/17	Thu	07:17	7.77		237			L
2019/01/17	Thu	12:40	11.38		347			H
2019/01/17	Thu	19:58	-0.62		-19			L
2019/01/18	Fri	03:43	10.71		326			H
2019/01/18	Fri	08:27	8.05		245			L
2019/01/18	Fri	13:28	11.49		350			H
2019/01/18	Fri	20:44	-1.73		-53			L
2019/01/19	Sat	04:27	11.58		353			H
2019/01/19	Sat	09:25	8.01		244			L
2019/01/19	Sat	14:17	11.64		355			H
2019/01/19	Sat	21:31	-2.59		-79			L
2019/01/20	Sun	05:08	12.23		373			H
2019/01/20	Sun	10:17	7.73		236			L
2019/01/20	Sun	15:08	11.77		359			H
2019/01/20	Sun	22:17	-3.11		-95			L
2019/01/21	Mon	05:47	12.68		386			H
2019/01/21	Mon	11:06	7.26		221			L
2019/01/21	Mon	16:01	11.76		358			H
2019/01/21	Mon	23:04	-3.19		-97			L
2019/01/22	Tue	06:26	12.96		395			H
2019/01/22	Tue	11:56	6.63		202			L
2019/01/22	Tue	16:55	11.56		352			H
2019/01/22	Tue	23:51	-2.78		-85			L
2019/01/23	Wed	07:05	13.11		400			H
2019/01/23	Wed	12:47	5.87		179			L
2019/01/23	Wed	17:53	11.11		339			H
2019/01/24	Thu	00:38	-1.89		-58			L
2019/01/24	Thu	07:44	13.14		401			H
2019/01/24	Thu	13:40	5.03		153			L
2019/01/24	Thu	18:54	10.46		319			H
2019/01/25	Fri	01:25	-0.54		-16			L
2019/01/25	Fri	08:24	13.04		397			H
2019/01/25	Fri	14:37	4.15		126			L
2019/01/25	Fri	20:01	9.69		295			H
2019/01/26	Sat	02:14	1.15		35			L
2019/01/26	Sat	09:05	12.81		390			H
2019/01/26	Sat	15:36	3.28		100			L
2019/01/26	Sat	21:18	8.99		274			H
2019/01/27	Sun	03:06	3.04		93			L
2019/01/27	Sun	09:48	12.44		379			H
2019/01/27	Sun	16:39	2.43		74			L
2019/01/27	Sun	22:50	8.63		263			H
2019/01/28	Mon	04:07	4.90		149			L
2019/01/28	Mon	10:34	11.97		365			H
2019/01/28	Mon	17:41	1.62		49			L
2019/01/29	Tue	00:41	8.90		271			H
2019/01/29	Tue	05:25	6.45		197			L
2019/01/29	Tue	11:23	11.46		349			H
2019/01/29	Tue	18:40	0.90		27			L
2019/01/30	Wed	02:20	9.75		297			H
2019/01/30	Wed	07:00	7.36		224			L
2019/01/30	Wed	12:15	10.99		335			H
2019/01/30	Wed	19:34	0.30		9			L
2019/01/31	Thu	03:28	10.67		325			H
2019/01/31	Thu	08:25	7.60		232			L
2019/01/31	Thu	13:07	10.61		323			H
2019/01/31	Thu	20:21	-0.15		-5			L
2019/02/01	Fri	04:17	11.34		346			H
2019/02/01	Fri	09:29	7.50		229			L
2019/02/01	Fri	13:57	10.37		316			H
2019/02/01	Fri	21:02	-0.44		-13			L
2019/02/02	Sat	04:55	11.71		357			H
2019/02/02	Sat	10:16	7.28		222			L
2019/02/02	Sat	14:44	10.22		312			H
2019/02/02	Sat	21:40	-0.59		-18			L
2019/02/03	Sun	05:26	11.85		361			H
2019/02/03	Sun	10:54	7.02		214			L
2019/02/03	Sun	15:26	10.14		309			H
2019/02/03	Sun	22:16	-0.62		-19			L
2019/02/04	Mon	05:51	11.86		361			H
2019/02/04	Mon	11:25	6.73		205			L
2019/02/04	Mon	16:06	10.09		308			H
2019/02/04	Mon	22:51	-0.54		-16			L
2019/02/05	Tue	06:12	11.86		361			H
2019/02/05	Tue	11:53	6.36		194			L
2019/02/05	Tue	16:45	10.01		305			H
2019/02/05	Tue	23:25	-0.31		-9			L
2019/02/06	Wed	06:33	11.89		362			H
2019/02/06	Wed	12:22	5.91		180			L
2019/02/06	Wed	17:25	9.87		301			H
2019/02/06	Wed	23:59	0.10		3			L
2019/02/07	Thu	06:57	11.94		364			H
2019/02/07	Thu	12:54	5.36		163			L
2019/02/07	Thu	18:07	9.67		295			H
2019/02/08	Fri	00:33	0.73		22			L
2019/02/08	Fri	07:24	11.96		365			H
2019/02/08	Fri	13:28	4.75		145			L
2019/02/08	Fri	18:52	9.39		286			H
2019/02/09	Sat	01:08	1.62		49			L
2019/02/09	Sat	07:53	11.91		363			H
2019/02/09	Sat	14:07	4.10		125			L
2019/02/09	Sat	19:42	9.07		276			H
2019/02/10	Sun	01:45	2.74		84			L
2019/02/10	Sun	08:24	11.75		358			H
2019/02/10	Sun	14:50	3.42		104			L
2019/02/10	Sun	20:40	8.76		267			H
2019/02/11	Mon	02:24	4.04		123			L
2019/02/11	Mon	08:57	11.50		351			H
2019/02/11	Mon	15:38	2.73		83			L
2019/02/11	Mon	21:49	8.55		261			H
2019/02/12	Tue	03:09	5.42		165			L
2019/02/12	Tue	09:33	11.20		341			H
2019/02/12	Tue	16:31	1.99		61			L
2019/02/12	Tue	23:14	8.62		263			H
2019/02/13	Wed	04:08	6.74		205			L
2019/02/13	Wed	10:16	10.92		333			H
2019/02/13	Wed	17:29	1.18		36			L
2019/02/14	Thu	00:56	9.12		278			H
2019/02/14	Thu	05:31	7.73		236			L
2019/02/14	Thu	11:07	10.73		327			H
2019/02/14	Thu	18:29	0.28		9			L
2019/02/15	Fri	02:25	9.98		304			H
2019/02/15	Fri	07:04	8.11		247			L
2019/02/15	Fri	12:06	10.71		326			H
2019/02/15	Fri	19:26	-0.65		-20			L
2019/02/16	Sat	03:21	10.83		330			H
2019/02/16	Sat	08:18	7.92		241			L
2019/02/16	Sat	13:07	10.88		332			H
2019/02/16	Sat	20:21	-1.50		-46			L
2019/02/17	Sun	04:03	11.53		351			H
2019/02/17	Sun	09:15	7.39		225			L
2019/02/17	Sun	14:08	11.17		340			H
2019/02/17	Sun	21:12	-2.12		-65			L
2019/02/18	Mon	04:40	12.05		367			H
2019/02/18	Mon	10:03	6.62		202			L
2019/02/18	Mon	15:05	11.45		349			H
2019/02/18	Mon	22:01	-2.38		-73			L
2019/02/19	Tue	05:15	12.43		379			H
2019/02/19	Tue	10:49	5.71		174			L
2019/02/19	Tue	16:02	11.60		354			H
2019/02/19	Tue	22:48	-2.18		-66			L
2019/02/20	Wed	05:49	12.68		386			H
2019/02/20	Wed	11:35	4.71		144			L
2019/02/20	Wed	16:58	11.53		351			H
2019/02/20	Wed	23:34	-1.51		-46			L
2019/02/21	Thu	06:25	12.80		390			H
2019/02/21	Thu	12:21	3.71		113			L
2019/02/21	Thu	17:56	11.24		343			H
2019/02/22	Fri	00:20	-0.39		-12			L
2019/02/22	Fri	07:00	12.78		390			H
2019/02/22	Fri	13:10	2.80		85			L
2019/02/22	Fri	18:55	10.77		328			H
2019/02/23	Sat	01:06	1.09		33			L
2019/02/23	Sat	07:37	12.59		384			H
2019/02/23	Sat	13:59	2.07		63			L
2019/02/23	Sat	19:59	10.20		311			H
2019/02/24	Sun	01:54	2.78		85			L
2019/02/24	Sun	08:16	12.20		372			H
2019/02/24	Sun	14:52	1.56		48			L
2019/02/24	Sun	21:10	9.67		295			H
2019/02/25	Mon	02:47	4.50		137			L
2019/02/25	Mon	08:57	11.62		354			H
2019/02/25	Mon	15:47	1.27		39			L
2019/02/25	Mon	22:36	9.36		285			H
2019/02/26	Tue	03:51	6.06		185			L
2019/02/26	Tue	09:44	10.92		333			H
2019/02/26	Tue	16:47	1.14		35			L
2019/02/27	Wed	00:22	9.50		290			H
2019/02/27	Wed	05:20	7.15		218			L
2019/02/27	Wed	10:38	10.22		312			H
2019/02/27	Wed	17:51	1.04		32			L
2019/02/28	Thu	01:57	10.07		307			H
2019/02/28	Thu	07:10	7.43		226			L
2019/02/28	Thu	11:42	9.67		295			H
2019/02/28	Thu	18:53	0.90		27			L
2019/03/01	Fri	03:01	10.68		326			H
2019/03/01	Fri	08:30	7.12		217			L
2019/03/01	Fri	12:49	9.40		287			H
2019/03/01	Fri	19:49	0.71		22			L
2019/03/02	Sat	03:46	11.09		338			H
2019/03/02	Sat	09:23	6.65		203			L
2019/03/02	Sat	13:49	9.38		286			H
2019/03/02	Sat	20:37	0.53		16			L
2019/03/03	Sun	04:20	11.28		344			H
2019/03/03	Sun	10:01	6.19		189			L
2019/03/03	Sun	14:41	9.51		290			H
2019/03/03	Sun	21:18	0.41		12			L
2019/03/04	Mon	04:46	11.32		345			H
2019/03/04	Mon	10:31	5.75		175			L
2019/03/04	Mon	15:25	9.68		295			H
2019/03/04	Mon	21:55	0.41		12			L
2019/03/05	Tue	05:06	11.32		345			H
2019/03/05	Tue	10:55	5.27		161			L
2019/03/05	Tue	16:04	9.84		300			H
2019/03/05	Tue	22:30	0.54		16			L
2019/03/06	Wed	05:24	11.35		346			H
2019/03/06	Wed	11:19	4.72		144			L
2019/03/06	Wed	16:43	9.95		303			H
2019/03/06	Wed	23:03	0.85		26			L
2019/03/07	Thu	05:44	11.42		348			H
2019/03/07	Thu	11:45	4.07		124			L
2019/03/07	Thu	17:22	10.01		305			H
2019/03/07	Thu	23:36	1.36		41			L
2019/03/08	Fri	06:07	11.48		350			H
2019/03/08	Fri	12:14	3.37		103			L
2019/03/08	Fri	18:02	10.02		305			H
2019/03/09	Sat	00:10	2.07		63			L
2019/03/09	Sat	06:33	11.48		350			H
2019/03/09	Sat	12:47	2.66		81			L
2019/03/09	Sat	18:46	9.97		304			H
2019/03/10	Sun	00:46	2.98		91			L
2019/03/10	Sun	08:01	11.38		347			H
2019/03/10	Sun	14:24	1.99		61			L
2019/03/10	Sun	20:34	9.86		301			H
2019/03/11	Mon	02:23	4.04		123			L
2019/03/11	Mon	08:30	11.17		340			H
2019/03/11	Mon	15:05	1.44		44			L
2019/03/11	Mon	21:29	9.70		296			H
2019/03/12	Tue	03:05	5.20		158			L
2019/03/12	Tue	09:02	10.86		331			H
2019/03/12	Tue	15:51	1.01		31			L
2019/03/12	Tue	22:33	9.54		291			H
2019/03/13	Wed	03:54	6.34		193			L
2019/03/13	Wed	09:39	10.48		319			H
2019/03/13	Wed	16:44	0.69		21			L
2019/03/13	Wed	23:51	9.50		290			H
2019/03/14	Thu	05:01	7.30		223			L
2019/03/14	Thu	10:27	10.10		308			H
2019/03/14	Thu	17:45	0.41		12			L
2019/03/15	Fri	01:25	9.76		297			H
2019/03/15	Fri	06:33	7.79		237			L
2019/03/15	Fri	11:32	9.80		299			H
2019/03/15	Fri	18:52	0.05		2			L
2019/03/16	Sat	02:47	10.31		314			H
2019/03/16	Sat	08:06	7.59		231			L
2019/03/16	Sat	12:48	9.76		297			H
2019/03/16	Sat	19:57	-0.40		-12			L
2019/03/17	Sun	03:43	10.91		333			H
2019/03/17	Sun	09:13	6.86		209			L
2019/03/17	Sun	14:01	10.01		305			H
2019/03/17	Sun	20:58	-0.81		-25			L
2019/03/18	Mon	04:24	11.42		348			H
2019/03/18	Mon	10:03	5.85		178			L
2019/03/18	Mon	15:08	10.44		318			H
2019/03/18	Mon	21:52	-1.02		-31			L
2019/03/19	Tue	04:59	11.81		360			H
2019/03/19	Tue	10:46	4.67		142			L
2019/03/19	Tue	16:09	10.88		332			H
2019/03/19	Tue	22:43	-0.88		-27			L
2019/03/20	Wed	05:32	12.11		369			H
2019/03/20	Wed	11:29	3.43		105			L
2019/03/20	Wed	17:07	11.20		341			H
2019/03/20	Wed	23:30	-0.34		-10			L
2019/03/21	Thu	06:04	12.28		374			H
2019/03/21	Thu	12:11	2.25		69			L
2019/03/21	Thu	18:03	11.33		345			H
2019/03/22	Fri	00:16	0.57		17			L
2019/03/22	Fri	06:38	12.31		375			H
2019/03/22	Fri	12:54	1.23		37			L
2019/03/22	Fri	18:59	11.28		344			H
2019/03/23	Sat	01:02	1.78		54			L
2019/03/23	Sat	07:12	12.16		371			H
2019/03/23	Sat	13:37	0.48		15			L
2019/03/23	Sat	19:57	11.08		338			H
2019/03/24	Sun	01:49	3.14		96			L
2019/03/24	Sun	07:48	11.80		360			H
2019/03/24	Sun	14:22	0.07		2			L
2019/03/24	Sun	20:56	10.78		329			H
2019/03/25	Mon	02:39	4.52		138			L
2019/03/25	Mon	08:26	11.23		342			H
2019/03/25	Mon	15:09	0.01		0			L
2019/03/25	Mon	22:01	10.45		319			H
2019/03/26	Tue	03:35	5.77		176			L
2019/03/26	Tue	09:08	10.49		320			H
2019/03/26	Tue	15:59	0.26		8			L
2019/03/26	Tue	23:15	10.18		310			H
2019/03/27	Wed	04:47	6.73		205			L
2019/03/27	Wed	09:56	9.66		294			H
2019/03/27	Wed	16:54	0.70		21			L
2019/03/28	Thu	00:43	10.10		308			H
2019/03/28	Thu	06:30	7.14		218			L
2019/03/28	Thu	10:57	8.89		271			H
2019/03/28	Thu	17:56	1.16		35			L
2019/03/29	Fri	02:08	10.27		313			H
2019/03/29	Fri	08:13	6.82		208			L
2019/03/29	Fri	12:12	8.37		255			H
2019/03/29	Fri	19:03	1.46		45			L
2019/03/30	Sat	03:10	10.52		321			H
2019/03/30	Sat	09:18	6.18		188			L
2019/03/30	Sat	13:31	8.25		251			H
2019/03/30	Sat	20:07	1.57		48			L
2019/03/31	Sun	03:53	10.71		326			H
2019/03/31	Sun	10:00	5.51		168			L
2019/03/31	Sun	14:39	8.46		258			H
2019/03/31	Sun	21:02	1.57		48			L
2019/04/01	Mon	04:24	10.80		329			H
2019/04/01	Mon	10:32	4.86		148			L
2019/04/01	Mon	15:34	8.82		269			H
2019/04/01	Mon	21:48	1.60		49			L
2019/04/02	Tue	04:47	10.84		330			H
2019/04/02	Tue	10:57	4.21		128			L
2019/04/02	Tue	16:20	9.21		281			H
2019/04/02	Tue	22:27	1.74		53			L
2019/04/03	Wed	05:07	10.89		332			H
2019/04/03	Wed	11:19	3.52		107			L
2019/04/03	Wed	17:01	9.56		291			H
2019/04/03	Wed	23:03	2.04		62			L
2019/04/04	Thu	05:27	10.96		334			H
2019/04/04	Thu	11:42	2.75		84			L
2019/04/04	Thu	17:40	9.89		301			H
2019/04/04	Thu	23:38	2.51		77			L
2019/04/05	Fri	05:49	11.03		336			H
2019/04/05	Fri	12:08	1.93		59			L
2019/04/05	Fri	18:19	10.18		310			H
2019/04/06	Sat	00:13	3.12		95			L
2019/04/06	Sat	06:14	11.04		336			H
2019/04/06	Sat	12:38	1.12		34			L
2019/04/06	Sat	19:00	10.42		318			H
2019/04/07	Sun	00:49	3.86		118			L
2019/04/07	Sun	06:40	10.98		335			H
2019/04/07	Sun	13:11	0.39		12			L
2019/04/07	Sun	19:44	10.60		323			H
2019/04/08	Mon	01:28	4.68		143			L
2019/04/08	Mon	07:08	10.82		330			H
2019/04/08	Mon	13:49	-0.17		-5			L
2019/04/08	Mon	20:32	10.67		325			H
2019/04/09	Tue	02:10	5.53		169			L
2019/04/09	Tue	07:39	10.56		322			H
2019/04/09	Tue	14:30	-0.52		-16			L
2019/04/09	Tue	21:25	10.63		324			H
2019/04/10	Wed	02:57	6.34		193			L
2019/04/10	Wed	08:14	10.21		311			H
2019/04/10	Wed	15:17	-0.61		-19			L
2019/04/10	Wed	22:26	10.51		320			H
2019/04/11	Thu	03:56	7.03		214			L
2019/04/11	Thu	08:57	9.76		297			H
2019/04/11	Thu	16:11	-0.49		-15			L
2019/04/11	Thu	23:37	10.43		318			H
2019/04/12	Fri	05:12	7.40		226			L
2019/04/12	Fri	09:56	9.25		282			H
2019/04/12	Fri	17:12	-0.24		-7			L
2019/04/13	Sat	00:55	10.52		321			H
2019/04/13	Sat	06:45	7.20		219			L
2019/04/13	Sat	11:16	8.85		270			H
2019/04/13	Sat	18:20	0.00		0			L
2019/04/14	Sun	02:03	10.80		329			H
2019/04/14	Sun	08:05	6.39		195			L
2019/04/14	Sun	12:43	8.79		268			H
2019/04/14	Sun	19:29	0.18		5			L
2019/04/15	Mon	02:55	11.16		340			H
2019/04/15	Mon	09:01	5.21		159			L
2019/04/15	Mon	14:04	9.12		278			H
2019/04/15	Mon	20:33	0.36		11			L
2019/04/16	Tue	03:35	11.49		350			H
2019/04/16	Tue	09:46	3.82		116			L
2019/04/16	Tue	15:15	9.68		295			H
2019/04/16	Tue	21:30	0.70		21			L
2019/04/17	Wed	04:11	11.76		358			H
2019/04/17	Wed	10:27	2.39		73			L
2019/04/17	Wed	16:18	10.27		313			H
2019/04/17	Wed	22:22	1.28		39			L
2019/04/18	Thu	04:44	11.93		364			H
2019/04/18	Thu	11:07	1.05		32			L
2019/04/18	Thu	17:16	10.78		329			H
2019/04/18	Thu	23:11	2.10		64			L
2019/04/19	Fri	05:16	11.96		365			H
2019/04/19	Fri	11:47	-0.09		-3			L
2019/04/19	Fri	18:11	11.15		340			H
2019/04/19	Fri	23:59	3.09		94			L
2019/04/20	Sat	05:50	11.81		360			H
2019/04/20	Sat	12:26	-0.90		-27			L
2019/04/20	Sat	19:05	11.37		347			H
2019/04/21	Sun	00:46	4.13		126			L
2019/04/21	Sun	06:24	11.48		350			H
2019/04/21	Sun	13:06	-1.34		-41			L
2019/04/21	Sun	19:59	11.43		348			H
2019/04/22	Mon	01:36	5.12		156			L
2019/04/22	Mon	07:00	10.96		334			H
2019/04/22	Mon	13:48	-1.39		-42			L
2019/04/22	Mon	20:53	11.35		346			H
2019/04/23	Tue	02:30	5.97		182			L
2019/04/23	Tue	07:39	10.27		313			H
2019/04/23	Tue	14:30	-1.07		-33			L
2019/04/23	Tue	21:49	11.16		340			H
2019/04/24	Wed	03:31	6.60		201			L
2019/04/24	Wed	08:22	9.48		289			H
2019/04/24	Wed	15:16	-0.48		-15			L
2019/04/24	Wed	22:49	10.91		333			H
2019/04/25	Thu	04:47	6.91		211			L
2019/04/25	Thu	09:13	8.65		264			H
2019/04/25	Thu	16:06	0.28		9			L
2019/04/25	Thu	23:55	10.68		326			H
2019/04/26	Fri	06:27	6.75		206			L
2019/04/26	Fri	10:18	7.91		241			H
2019/04/26	Fri	17:03	1.08		33			L
2019/04/27	Sat	01:01	10.56		322			H
2019/04/27	Sat	07:52	6.14		187			L
2019/04/27	Sat	11:39	7.43		226			H
2019/04/27	Sat	18:07	1.77		54			L
2019/04/28	Sun	01:56	10.55		322			H
2019/04/28	Sun	08:46	5.35		163			L
2019/04/28	Sun	13:03	7.37		225			H
2019/04/28	Sun	19:13	2.27		69			L
2019/04/29	Mon	02:39	10.59		323			H
2019/04/29	Mon	09:23	4.52		138			L
2019/04/29	Mon	14:19	7.69		234			H
2019/04/29	Mon	20:13	2.63		80			L
2019/04/30	Tue	03:11	10.65		325			H
2019/04/30	Tue	09:52	3.67		112			L
2019/04/30	Tue	15:20	8.21		250			H
2019/04/30	Tue	21:05	2.97		91			L
2019/05/01	Wed	03:38	10.72		327			H
2019/05/01	Wed	10:16	2.79		85			L
2019/05/01	Wed	16:11	8.79		268			H
2019/05/01	Wed	21:50	3.37		103			L
2019/05/02	Thu	04:03	10.79		329			H
2019/05/02	Thu	10:39	1.85		56			L
2019/05/02	Thu	16:56	9.38		286			H
2019/05/02	Thu	22:30	3.87		118			L
2019/05/03	Fri	04:27	10.85		331			H
2019/05/03	Fri	11:04	0.89		27			L
2019/05/03	Fri	17:37	9.95		303			H
2019/05/03	Fri	23:10	4.44		135			L
2019/05/04	Sat	04:53	10.87		331			H
2019/05/04	Sat	11:33	-0.05		-2			L
2019/05/04	Sat	18:18	10.47		319			H
2019/05/04	Sat	23:49	5.06		154			L
2019/05/05	Sun	05:20	10.83		330			H
2019/05/05	Sun	12:05	-0.89		-27			L
2019/05/05	Sun	19:00	10.92		333			H
2019/05/06	Mon	00:31	5.67		173			L
2019/05/06	Mon	05:49	10.73		327			H
2019/05/06	Mon	12:41	-1.54		-47			L
2019/05/06	Mon	19:44	11.24		343			H
2019/05/07	Tue	01:15	6.24		190			L
2019/05/07	Tue	06:22	10.54		321			H
2019/05/07	Tue	13:21	-1.94		-59			L
2019/05/07	Tue	20:32	11.42		348			H
2019/05/08	Wed	02:03	6.72		205			L
2019/05/08	Wed	06:58	10.24		312			H
2019/05/08	Wed	14:05	-2.03		-62			L
2019/05/08	Wed	21:24	11.45		349			H
2019/05/09	Thu	02:58	7.06		215			L
2019/05/09	Thu	07:41	9.82		299			H
2019/05/09	Thu	14:53	-1.79		-55			L
2019/05/09	Thu	22:21	11.39		347			H
2019/05/10	Fri	04:02	7.17		219			L
2019/05/10	Fri	08:35	9.26		282			H
2019/05/10	Fri	15:47	-1.27		-39			L
2019/05/10	Fri	23:22	11.32		345			H
2019/05/11	Sat	05:20	6.89		210			L
2019/05/11	Sat	09:45	8.63		263			H
2019/05/11	Sat	16:46	-0.52		-16			L
2019/05/12	Sun	00:23	11.33		345			H
2019/05/12	Sun	06:42	6.10		186			L
2019/05/12	Sun	11:12	8.15		248			H
2019/05/12	Sun	17:51	0.33		10			L
2019/05/13	Mon	01:18	11.44		349			H
2019/05/13	Mon	07:49	4.87		148			L
2019/05/13	Mon	12:44	8.08		246			H
2019/05/13	Mon	18:59	1.18		36			L
2019/05/14	Tue	02:05	11.60		354			H
2019/05/14	Tue	08:42	3.38		103			L
2019/05/14	Tue	14:11	8.47		258			H
2019/05/14	Tue	20:05	2.02		62			L
2019/05/15	Wed	02:46	11.76		358			H
2019/05/15	Wed	09:26	1.84		56			L
2019/05/15	Wed	15:27	9.16		279			H
2019/05/15	Wed	21:06	2.86		87			L
2019/05/16	Thu	03:23	11.85		361			H
2019/05/16	Thu	10:06	0.40		12			L
2019/05/16	Thu	16:32	9.93		303			H
2019/05/16	Thu	22:02	3.73		114			L
2019/05/17	Fri	03:57	11.83		361			H
2019/05/17	Fri	10:45	-0.81		-25			L
2019/05/17	Fri	17:31	10.64		324			H
2019/05/17	Fri	22:55	4.59		140			L
2019/05/18	Sat	04:31	11.67		356			H
2019/05/18	Sat	11:23	-1.67		-51			L
2019/05/18	Sat	18:23	11.19		341			H
2019/05/18	Sat	23:46	5.39		164			L
2019/05/19	Sun	05:06	11.35		346			H
2019/05/19	Sun	12:00	-2.16		-66			L
2019/05/19	Sun	19:13	11.55		352			H
2019/05/20	Mon	00:37	6.05		184			L
2019/05/20	Mon	05:42	10.88		332			H
2019/05/20	Mon	12:39	-2.28		-69			L
2019/05/20	Mon	20:00	11.73		358			H
2019/05/21	Tue	01:29	6.54		199			L
2019/05/21	Tue	06:20	10.30		314			H
2019/05/21	Tue	13:18	-2.06		-63			L
2019/05/21	Tue	20:46	11.73		358			H
2019/05/22	Wed	02:24	6.83		208			L
2019/05/22	Wed	07:00	9.63		294			H
2019/05/22	Wed	13:59	-1.57		-48			L
2019/05/22	Wed	21:32	11.61		354			H
2019/05/23	Thu	03:23	6.91		211			L
2019/05/23	Thu	07:46	8.91		272			H
2019/05/23	Thu	14:42	-0.87		-27			L
2019/05/23	Thu	22:19	11.40		347			H
2019/05/24	Fri	04:32	6.77		206			L
2019/05/24	Fri	08:38	8.19		250			H
2019/05/24	Fri	15:27	-0.02		-1			L
2019/05/24	Fri	23:07	11.18		341			H
2019/05/25	Sat	05:49	6.36		194			L
2019/05/25	Sat	09:42	7.52		229			H
2019/05/25	Sat	16:17	0.93		28			L
2019/05/25	Sat	23:55	11.00		335			H
2019/05/26	Sun	07:00	5.68		173			L
2019/05/26	Sun	10:59	7.04		215			H
2019/05/26	Sun	17:12	1.89		58			L
2019/05/27	Mon	00:40	10.89		332			H
2019/05/27	Mon	07:52	4.81		147			L
2019/05/27	Mon	12:23	6.90		210			H
2019/05/27	Mon	18:12	2.81		86			L
2019/05/28	Tue	01:22	10.84		330			H
2019/05/28	Tue	08:31	3.84		117			L
2019/05/28	Tue	13:46	7.18		219			H
2019/05/28	Tue	19:13	3.64		111			L
2019/05/29	Wed	01:58	10.85		331			H
2019/05/29	Wed	09:01	2.80		85			L
2019/05/29	Wed	14:59	7.79		237			H
2019/05/29	Wed	20:13	4.37		133			L
2019/05/30	Thu	02:31	10.87		331			H
2019/05/30	Thu	09:29	1.70		52			L
2019/05/30	Thu	15:59	8.58		262			H
2019/05/30	Thu	21:07	5.04		154			L
2019/05/31	Fri	03:01	10.90		332			H
2019/05/31	Fri	09:57	0.58		18			L
2019/05/31	Fri	16:49	9.39		286			H
2019/05/31	Fri	21:56	5.65		172			L
2019/06/01	Sat	03:31	10.91		333			H
2019/06/01	Sat	10:27	-0.51		-16			L
2019/06/01	Sat	17:34	10.17		310			H
2019/06/01	Sat	22:43	6.19		189			L
2019/06/02	Sun	04:01	10.91		333			H
2019/06/02	Sun	11:00	-1.50		-46			L
2019/06/02	Sun	18:16	10.85		331			H
2019/06/02	Sun	23:28	6.65		203			L
2019/06/03	Mon	04:33	10.88		332			H
2019/06/03	Mon	11:37	-2.29		-70			L
